Regiao do Pais,UF,Codigo Macrorregiao Interestadual de Saude,Macrorregiao Interestadual de Saude,Codigo Macrorregiao de Saude,Macrorregiao de Saude,Codigo Regiao de Saude,Regiao de Saude,Codigo Municipio,Municipio,Populacao Estimada IBGE 2022
Sudeste,Sao Paulo,-,-,3531,RRAS12,35157,VOTUPORANGA,355610,Valentim Gentil,14.098
Sudeste,Sao Paulo,-,-,3531,RRAS12,35151,CATANDUVA,354560,Santa Adelia,14.018
Sudeste,Sao Paulo,-,-,3531,RRAS12,35151,CATANDUVA,355600,Urupes,13.744
Sudeste,Sao Paulo,-,-,3531,RRAS12,35155,SAO JOSE DO RIO PRETO,351130,Cedral,12.618
Sudeste,Sao Paulo,-,-,3531,RRAS12,35155,SAO JOSE DO RIO PRETO,351940,Ibira,11.690
Sudeste,Sao Paulo,-,-,3531,RRAS12,35155,SAO JOSE DO RIO PRETO,353500,Palestina,11.476
Sudeste,Sao Paulo,-,-,3531,RRAS12,35157,VOTUPORANGA,351070,Cardoso,11.345
Sudeste,Sao Paulo,-,-,3531,RRAS12,35151,CATANDUVA,355260,Tabapua,11.323
Sudeste,Sao Paulo,-,-,3531,RRAS12,35151,CATANDUVA,353900,Pirangi,10.885
Sudeste,Sao Paulo,-,-,3531,RRAS12,35155,SAO JOSE DO RIO PRETO,355560,Uchoa,10.394
Sudeste,Sao Paulo,-,-,3531,RRAS12,35157,VOTUPORANGA,351690,General Salgado,10.312
Sudeste,Sao Paulo,-,-,3531,RRAS12,35157,VOTUPORANGA,354420,Riolandia,10.309
Sudeste,Sao Paulo,-,-,3531,RRAS12,35154,FERNANDOPOLIS,353475,Ouroeste,10.294
Sudeste,Sao Paulo,-,-,3531,RRAS12,35157,VOTUPORANGA,353260,Nhandeara,9.852
Sudeste,Sao Paulo,-,-,3531,RRAS12,35155,SAO JOSE DO RIO PRETO,353250,Neves Paulista,9.699
Sudeste,Sao Paulo,-,-,3531,RRAS12,35151,CATANDUVA,353510,Palmares Paulista,9.650
Sudeste,Sao Paulo,-,-,3531,RRAS12,35155,SAO JOSE DO RIO PRETO,350480,Balsamo,9.596
Sudeste,Sao Paulo,-,-,3531,RRAS12,35154,FERNANDOPOLIS,351520,"Estrela d'Oeste",9.417
Sudeste,Sao Paulo,-,-,3531,RRAS12,35153,JALES,353520,"Palmeira d'Oeste",8.903
Sudeste,Sao Paulo,-,-,3531,RRAS12,35153,JALES,355580,Urania,8.833
Sudeste,Sao Paulo,-,-,3531,RRAS12,35157,VOTUPORANGA,351290,Cosmorama,8.719
Sudeste,Sao Paulo,-,-,3531,RRAS12,35155,SAO JOSE DO RIO PRETO,351980,Icem,7.819
Sudeste,Sao Paulo,-,-,3531,RRAS12,35156,JOSE BONIFACIO,352450,Jaci,7.613
Sudeste,Sao Paulo,-,-,3531,RRAS12,35151,CATANDUVA,350370,Ariranha,7.602
Sudeste,Sao Paulo,-,-,3531,RRAS12,35157,VOTUPORANGA,352810,Macaubal,7.481
Sudeste,Sao Paulo,-,-,3531,RRAS12,35155,SAO JOSE DO RIO PRETO,353660,Paulo de Faria,7.400
Sudeste,Sao Paulo,-,-,3531,RRAS12,35151,CATANDUVA,351120,Catigua,7.003
Sudeste,Sao Paulo,-,-,3531,RRAS12,35151,CATANDUVA,352150,Irapua,6.867
Sudeste,Sao Paulo,-,-,3531,RRAS12,35152,SANTA FE DO SUL,355490,Tres Fronteiras,6.804
Sudeste,Sao Paulo,-,-,3531,RRAS12,35155,SAO JOSE DO RIO PRETO,352115,Ipigua,6.761
Sudeste,Sao Paulo,-,-,3531,RRAS12,35155,SAO JOSE DO RIO PRETO,353280,Nova Alianca,6.693
Sudeste,Sao Paulo,-,-,3531,RRAS12,35151,CATANDUVA,354480,Sales,6.437
Sudeste,Sao Paulo,-,-,3531,RRAS12,35153,JALES,354570,Santa Albertina,6.393
Sudeste,Sao Paulo,-,-,3531,RRAS12,35156,JOSE BONIFACIO,352950,Mendonca,6.159
Sudeste,Sao Paulo,-,-,3531,RRAS12,35151,CATANDUVA,353570,Paraiso,6.099
Sudeste,Sao Paulo,-,-,3531,RRAS12,35155,SAO JOSE DO RIO PRETO,353420,Orindiuva,6.024
Sudeste,Sao Paulo,-,-,3531,RRAS12,35151,CATANDUVA,351560,Fernando Prestes,5.942
Sudeste,Sao Paulo,-,-,3531,RRAS12,35157,VOTUPORANGA,350180,Americo de Campos,5.870
Sudeste,Sao Paulo,-,-,3531,RRAS12,35156,JOSE BONIFACIO,353990,Poloni,5.592
Sudeste,Sao Paulo,-,-,3531,RRAS12,35156,JOSE BONIFACIO,355535,Ubarana,5.365
Sudeste,Sao Paulo,-,-,3531,RRAS12,35155,SAO JOSE DO RIO PRETO,353400,Onda Verde,4.771
Sudeste,Sao Paulo,-,-,3531,RRAS12,35156,JOSE BONIFACIO,353270,Nipoa,4.750
Sudeste,Sao Paulo,-,-,3531,RRAS12,35155,SAO JOSE DO RIO PRETO,353040,Mirassolandia,4.669
Sudeste,Sao Paulo,-,-,3531,RRAS12,35154,FERNANDOPOLIS,352960,Meridiano,4.572
Sudeste,Sao Paulo,-,-,3531,RRAS12,35151,CATANDUVA,353325,Novais,4.412
Sudeste,Sao Paulo,-,-,3531,RRAS12,35156,JOSE BONIFACIO,353960,Planalto,4.389
Sudeste,Sao Paulo,-,-,3531,RRAS12,35156,JOSE BONIFACIO,350020,Adolfo,4.351
Sudeste,Sao Paulo,-,-,3531,RRAS12,35153,JALES,354025,Pontalinda,4.127
Sudeste,Sao Paulo,-,-,3531,RRAS12,35154,FERNANDOPOLIS,354040,Populina,4.127
Sudeste,Sao Paulo,-,-,3531,RRAS12,35153,JALES,350260,"Aparecida d'Oeste",4.086
Sudeste,Sao Paulo,-,-,3531,RRAS12,35154,FERNANDOPOLIS,352070,Indiapora,4.035
Sudeste,Sao Paulo,-,-,3531,RRAS12,35153,JALES,353590,Paranapua,4.031
Sudeste,Sao Paulo,-,-,3531,RRAS12,35154,FERNANDOPOLIS,352820,Macedonia,3.963
Sudeste,Sao Paulo,-,-,3531,RRAS12,35157,VOTUPORANGA,350120,Alvares Florence,3.915
Sudeste,Sao Paulo,-,-,3531,RRAS12,35152,SANTA FE DO SUL,354450,Rubineia,3.833
Sudeste,Sao Paulo,-,-,3531,RRAS12,35151,CATANDUVA,352885,Marapoama,3.292
Sudeste,Sao Paulo,-,-,3531,RRAS12,35157,VOTUPORANGA,351680,Gastao Vidigal,3.252
Sudeste,Sao Paulo,-,-,3531,RRAS12,35157,VOTUPORANGA,352830,Magda,3.165
Sudeste,Sao Paulo,-,-,3531,RRAS12,35151,CATANDUVA,351492,Elisiario,3.138
Sudeste,Sao Paulo,-,-,3531,RRAS12,35157,VOTUPORANGA,355130,Sebastianopolis do Sul,3.130
Sudeste,Sao Paulo,-,-,3531,RRAS12,35154,FERNANDOPOLIS,353000,Mira Estrela,3.126
Sudeste,Sao Paulo,-,-,3531,RRAS12,35157,VOTUPORANGA,353625,Parisi,2.892
Sudeste,Sao Paulo,-,-,3531,RRAS12,35154,FERNANDOPOLIS,353690,Pedranopolis,2.787
Sudeste,Sao Paulo,-,-,3531,RRAS12,35152,SANTA FE DO SUL,354740,"Santa Rita d'Oeste",2.733
Sudeste,Sao Paulo,-,-,3531,RRAS12,35157,VOTUPORANGA,351590,Floreal,2.733
Sudeste,Sao Paulo,-,-,3531,RRAS12,35156,JOSE BONIFACIO,355715,Zacarias,2.692
Sudeste,Sao Paulo,-,-,3531,RRAS12,35153,JALES,354900,Sao Francisco,2.602
Sudeste,Sao Paulo,-,-,3531,RRAS12,35152,SANTA FE DO SUL,354610,"Santa Clara d'Oeste",2.598
Sudeste,Sao Paulo,-,-,3531,RRAS12,35154,FERNANDOPOLIS,354920,Sao Joao das Duas Pontes,2.580
Sudeste,Sao Paulo,-,-,3531,RRAS12,35157,VOTUPORANGA,354030,Pontes Gestal,2.387
Sudeste,Sao Paulo,-,-,3531,RRAS12,35151,CATANDUVA,351495,Embauba,2.323
Sudeste,Sao Paulo,-,-,3531,RRAS12,35153,JALES,351420,Dolcinopolis,2.207
Sudeste,Sao Paulo,-,-,3531,RRAS12,35152,SANTA FE DO SUL,353284,Nova Canaa Paulista,2.032
Sudeste,Sao Paulo,-,-,3531,RRAS12,35154,FERNANDOPOLIS,351800,"Guarani d'Oeste",1.968
Sudeste,Sao Paulo,-,-,3531,RRAS12,35153,JALES,352965,Mesopolis,1.952
Sudeste,Sao Paulo,-,-,3531,RRAS12,35157,VOTUPORANGA,353100,Moncoes,1.937
Sudeste,Sao Paulo,-,-,3531,RRAS12,35153,JALES,352910,Marinopolis,1.860
Sudeste,Sao Paulo,-,-,3531,RRAS12,35154,FERNANDOPOLIS,354925,Sao Joao de Iracema,1.846
Sudeste,Sao Paulo,-,-,3531,RRAS12,35153,JALES,350395,Aspasia,1.842
Sudeste,Sao Paulo,-,-,3531,RRAS12,35153,JALES,355695,Vitoria Brasil,1.794
Sudeste,Sao Paulo,-,-,3531,RRAS12,35153,JALES,354720,Santana da Ponte Pensa,1.670
Sudeste,Sao Paulo,-,-,3531,RRAS12,35154,FERNANDOPOLIS,355530,Turmalina,1.669
Sudeste,Sao Paulo,-,-,3531,RRAS12,35153,JALES,354765,Santa Salete,1.645
Sudeste,Sao Paulo,-,-,3531,RRAS12,35153,JALES,351385,Dirce Reis,1.620
Sudeste,Sao Paulo,-,-,3531,RRAS12,35156,JOSE BONIFACIO,355570,Uniao Paulista,1.603
Sudeste,Sao Paulo,-,-,3532,RRAS11,35112,ALTA SOROCABANA,354140,Presidente Prudente,225.668
Sudeste,Sao Paulo,-,-,3532,RRAS11,35111,ALTA PAULISTA,351440,Dracena,45.474
Sudeste,Sao Paulo,-,-,3532,RRAS11,35114,EXTREMO OESTE PAULISTA,354130,Presidente Epitacio,39.505
Sudeste,Sao Paulo,-,-,3532,RRAS11,35114,EXTREMO OESTE PAULISTA,354150,Presidente Venceslau,35.201
Sudeste,Sao Paulo,-,-,3532,RRAS11,35113,ALTO CAPIVARI,354220,Rancharia,28.588
Sudeste,Sao Paulo,-,-,3532,RRAS11,35112,ALTA SOROCABANA,350130,Alvares Machado,27.255
Sudeste,Sao Paulo,-,-,3532,RRAS11,35112,ALTA SOROCABANA,353920,Pirapozinho,25.348
Sudeste,Sao Paulo,-,-,3532,RRAS11,35112,ALTA SOROCABANA,352920,Martinopolis,24.881
Sudeste,Sao Paulo,-,-,3532,RRAS11,35115,PONTAL DO PARANAPANEMA,355430,Teodoro Sampaio,22.173
Sudeste,Sao Paulo,-,-,3532,RRAS11,35111,ALTA PAULISTA,352600,Junqueiropolis,20.448
Sudeste,Sao Paulo,-,-,3532,RRAS11,35112,ALTA SOROCABANA,354240,Regente Feijo,20.145
Sudeste,Sao Paulo,-,-,3532,RRAS11,35112,ALTA SOROCABANA,354770,Santo Anastacio,17.963
Sudeste,Sao Paulo,-,-,3532,RRAS11,35115,PONTAL DO PARANAPANEMA,354425,Rosana,17.440
Sudeste,Sao Paulo,-,-,3532,RRAS11,35115,PONTAL DO PARANAPANEMA,353020,Mirante do Paranapanema,15.917
Sudeste,Sao Paulo,-,-,3532,RRAS11,35111,ALTA PAULISTA,355510,Tupi Paulista,15.854
Sudeste,Sao Paulo,-,-,3532,RRAS11,35111,ALTA PAULISTA,353540,Panorama,14.964
Sudeste,Sao Paulo,-,-,3532,RRAS11,35112,ALTA SOROCABANA,354120,Presidente Bernardes,14.490
Sudeste,Sao Paulo,-,-,3532,RRAS11,35113,ALTO CAPIVARI,354170,Quata,13.163
Sudeste,Sao Paulo,-,-,3532,RRAS11,35111,ALTA PAULISTA,353640,Pauliceia,7.955
Sudeste,Sao Paulo,-,-,3532,RRAS11,35115,PONTAL DO PARANAPANEMA,351535,Euclides da Cunha Paulista,7.924
Sudeste,Sao Paulo,-,-,3532,RRAS11,35111,ALTA PAULISTA,353480,Ouro Verde,7.779
Sudeste,Sao Paulo,-,-,3532,RRAS11,35113,ALTO CAPIVARI,351990,Iepe,7.619
Sudeste,Sao Paulo,-,-,3532,RRAS11,35111,ALTA PAULISTA,352160,Irapuru,7.085
Sudeste,Sao Paulo,-,-,3532,RRAS11,35112,ALTA SOROCABANA,355390,Tarabai,6.536
Sudeste,Sao Paulo,-,-,3532,RRAS11,35112,ALTA SOROCABANA,355290,Taciba,6.260
Sudeste,Sao Paulo,-,-,3532,RRAS11,35112,ALTA SOROCABANA,353220,Narandiba,5.713
Sudeste,Sao Paulo,-,-,3532,RRAS11,35114,EXTREMO OESTE PAULISTA,350910,Caiua,5.466
Sudeste,Sao Paulo,-,-,3532,RRAS11,35112,ALTA SOROCABANA,352060,Indiana,5.090
Sudeste,Sao Paulo,-,-,3532,RRAS11,35114,EXTREMO OESTE PAULISTA,352870,Maraba Paulista,4.573
Sudeste,Sao Paulo,-,-,3532,RRAS11,35112,ALTA SOROCABANA,350080,Alfredo Marcondes,4.445
Sudeste,Sao Paulo,-,-,3532,RRAS11,35113,ALTO CAPIVARI,352560,Joao Ramalho,4.371
Sudeste,Sao Paulo,-,-,3532,RRAS11,35111,ALTA PAULISTA,353160,Monte Castelo,4.222
Sudeste,Sao Paulo,-,-,3532,RRAS11,35112,ALTA SOROCABANA,350240,Anhumas,4.023
Sudeste,Sao Paulo,-,-,3532,RRAS11,35112,ALTA SOROCABANA,350890,Caiabu,3.712
Sudeste,Sao Paulo,-,-,3532,RRAS11,35112,ALTA SOROCABANA,354550,Sandovalina,3.645
Sudeste,Sao Paulo,-,-,3532,RRAS11,35114,EXTREMO OESTE PAULISTA,353830,Piquerobi,3.264
Sudeste,Sao Paulo,-,-,3532,RRAS11,35112,ALTA SOROCABANA,351512,Emilianopolis,3.014
Sudeste,Sao Paulo,-,-,3532,RRAS11,35112,ALTA SOROCABANA,354830,Santo Expedito,3.000
Sudeste,Sao Paulo,-,-,3532,RRAS11,35111,ALTA PAULISTA,354710,Santa Mercedes,2.956
Sudeste,Sao Paulo,-,-,3532,RRAS11,35112,ALTA SOROCABANA,351530,Estrela do Norte,2.703
Sudeste,Sao Paulo,-,-,3532,RRAS11,35113,ALTO CAPIVARI,353215,Nantes,2.660
Sudeste,Sao Paulo,-,-,3532,RRAS11,35111,ALTA PAULISTA,354930,"Sao Joao do Pau d'Alho",2.242
Sudeste,Sao Paulo,-,-,3532,RRAS11,35111,ALTA PAULISTA,353310,Nova Guataporanga,2.156
Sudeste,Sao Paulo,-,-,3532,RRAS11,35112,ALTA SOROCABANA,354323,Ribeirao dos Indios,2.025
Sudeste,Sao Paulo,-,-,3532,RRAS11,35111,ALTA PAULISTA,351580,Flora Rica,1.487
Sudeste,Sao Paulo,-,-,3533,RRAS10,35093,MARILIA,352900,Marilia,237.627
Sudeste,Sao Paulo,-,-,3533,RRAS10,35094,OURINHOS,353470,Ourinhos,103.970
Sudeste,Sao Paulo,-,-,3533,RRAS10,35092,ASSIS,350400,Assis,101.409
Sudeste,Sao Paulo,-,-,3533,RRAS10,35095,TUPA,355500,Tupa,63.928
Sudeste,Sao Paulo,-,-,3533,RRAS10,35094,OURINHOS,354640,Santa Cruz do Rio Pardo,46.442
Sudeste,Sao Paulo,-,-,3533,RRAS10,35093,MARILIA,351670,Garca,42.110
Sudeste,Sao Paulo,-,-,3533,RRAS10,35092,ASSIS,353550,Paraguacu Paulista,41.120
Sudeste,Sao Paulo,-,-,3533,RRAS10,35091,ADAMANTINA,350010,Adamantina,34.687
Sudeste,Sao Paulo,-,-,3533,RRAS10,35091,ADAMANTINA,353460,Osvaldo Cruz,31.272
Sudeste,Sao Paulo,-,-,3533,RRAS10,35092,ASSIS,351000,Candido Mota,29.449
Sudeste,Sao Paulo,-,-,3533,RRAS10,35095,TUPA,350580,Bastos,21.503
Sudeste,Sao Paulo,-,-,3533,RRAS10,35093,MARILIA,354000,Pompeia,20.196
Sudeste,Sao Paulo,-,-,3533,RRAS10,35091,ADAMANTINA,352740,Lucelia,20.061
Sudeste,Sao Paulo,-,-,3533,RRAS10,35092,ASSIS,353530,Palmital,19.594
Sudeste,Sao Paulo,-,-,3533,RRAS10,35092,ASSIS,355395,Taruma,14.882
Sudeste,Sao Paulo,-,-,3533,RRAS10,35091,ADAMANTINA,353490,Pacaembu,14.877
Sudeste,Sao Paulo,-,-,3533,RRAS10,35094,OURINHOS,352090,Ipaussu,13.712
Sudeste,Sao Paulo,-,-,3533,RRAS10,35091,ADAMANTINA,351600,Florida Paulista,12.958
Sudeste,Sao Paulo,-,-,3533,RRAS10,35092,ASSIS,352880,Maracai,12.673
Sudeste,Sao Paulo,-,-,3533,RRAS10,35094,OURINHOS,355720,Chavantes,12.211
Sudeste,Sao Paulo,-,-,3533,RRAS10,35094,OURINHOS,350630,Bernardino de Campos,11.607
Sudeste,Sao Paulo,-,-,3533,RRAS10,35095,TUPA,353600,Parapua,10.580
Sudeste,Sao Paulo,-,-,3533,RRAS10,35093,MARILIA,355660,Vera Cruz,10.176
Sudeste,Sao Paulo,-,-,3533,RRAS10,35095,TUPA,354380,Rinopolis,9.259
Sudeste,Sao Paulo,-,-,3533,RRAS10,35095,TUPA,351900,Herculandia,9.125
Sudeste,Sao Paulo,-,-,3533,RRAS10,35094,OURINHOS,354540,Salto Grande,9.050
Sudeste,Sao Paulo,-,-,3533,RRAS10,35094,OURINHOS,355050,Sao Pedro do Turvo,7.217
Sudeste,Sao Paulo,-,-,3533,RRAS10,35093,MARILIA,354200,Quintana,7.038
Sudeste,Sao Paulo,-,-,3533,RRAS10,35093,MARILIA,351810,Guaranta,6.427
Sudeste,Sao Paulo,-,-,3533,RRAS10,35094,OURINHOS,351950,Ibirarema,6.385
Sudeste,Sao Paulo,-,-,3533,RRAS10,35093,MARILIA,351660,Galia,6.380
Sudeste,Sao Paulo,-,-,3533,RRAS10,35094,OURINHOS,351015,Canitar,6.283
Sudeste,Sao Paulo,-,-,3533,RRAS10,35093,MARILIA,351470,Echapora,6.205
Sudeste,Sao Paulo,-,-,3533,RRAS10,35095,TUPA,351920,Iacri,6.131
Sudeste,Sao Paulo,-,-,3533,RRAS10,35093,MARILIA,353410,Oriente,6.085
Sudeste,Sao Paulo,-,-,3533,RRAS10,35093,MARILIA,351730,Guaimbe,5.512
Sudeste,Sao Paulo,-,-,3533,RRAS10,35093,MARILIA,355550,Ubirajara,5.132
Sudeste,Sao Paulo,-,-,3533,RRAS10,35093,MARILIA,350980,Campos Novos Paulista,4.888
Sudeste,Sao Paulo,-,-,3533,RRAS10,35091,ADAMANTINA,354510,Salmourao,4.808
Sudeste,Sao Paulo,-,-,3533,RRAS10,35093,MARILIA,350140,Alvaro de Carvalho,4.808
Sudeste,Sao Paulo,-,-,3533,RRAS10,35094,OURINHOS,354320,Ribeirao do Sul,4.677
Sudeste,Sao Paulo,-,-,3533,RRAS10,35093,MARILIA,353370,Ocaucu,4.331
Sudeste,Sao Paulo,-,-,3533,RRAS10,35093,MARILIA,352580,Julio Mesquita,4.254
Sudeste,Sao Paulo,-,-,3533,RRAS10,35094,OURINHOS,351519,Espirito Santo do Turvo,4.157
Sudeste,Sao Paulo,-,-,3533,RRAS10,35093,MARILIA,352780,Lupercio,3.981
Sudeste,Sao Paulo,-,-,3533,RRAS10,35092,ASSIS,351610,Florinea,3.851
Sudeste,Sao Paulo,-,-,3533,RRAS10,35091,ADAMANTINA,352080,Inubia Paulista,3.615
Sudeste,Sao Paulo,-,-,3533,RRAS10,35091,ADAMANTINA,352890,Mariapolis,3.513
Sudeste,Sao Paulo,-,-,3533,RRAS10,35095,TUPA,354180,Queiroz,3.265
Sudeste,Sao Paulo,-,-,3533,RRAS10,35092,ASSIS,353970,Platina,3.025
Sudeste,Sao Paulo,-,-,3533,RRAS10,35093,MARILIA,350150,Alvinlandia,2.885
Sudeste,Sao Paulo,-,-,3533,RRAS10,35092,ASSIS,353715,Pedrinhas Paulista,2.804
Sudeste,Sao Paulo,-,-,3533,RRAS10,35092,ASSIS,352790,Lutecia,2.661
Sudeste,Sao Paulo,-,-,3533,RRAS10,35091,ADAMANTINA,354085,Pracinha,2.578
Sudeste,Sao Paulo,-,-,3533,RRAS10,35094,OURINHOS,353380,Oleo,2.512
Sudeste,Sao Paulo,-,-,3533,RRAS10,35091,ADAMANTINA,354470,Sagres,2.474
Sudeste,Sao Paulo,-,-,3533,RRAS10,35093,MARILIA,353450,Oscar Bressane,2.470
Sudeste,Sao Paulo,-,-,3533,RRAS10,35094,OURINHOS,355460,Timburi,2.464
Sudeste,Sao Paulo,-,-,3533,RRAS10,35092,ASSIS,351330,Cruzalia,2.108
Sudeste,Sao Paulo,-,-,3533,RRAS10,35095,TUPA,350335,Arco-Iris,2.044
Sudeste,Sao Paulo,-,-,3533,RRAS10,35093,MARILIA,351565,Fernao,1.656
Sudeste,Sao Paulo,-,-,3533,RRAS10,35092,ASSIS,350720,Bora,907
Sudeste,Sao Paulo,-,-,3534,RRAS1,35015,GRANDE ABC,354870,Sao Bernardo do Campo,810.729
Sudeste,Sao Paulo,-,-,3534,RRAS1,35015,GRANDE ABC,354780,Santo Andre,748.919
Sudeste,Sao Paulo,-,-,3534,RRAS1,35015,GRANDE ABC,352940,Maua,418.261
Sudeste,Sao Paulo,-,-,3534,RRAS1,35015,GRANDE ABC,351380,Diadema,393.237
Sudeste,Sao Paulo,-,-,3534,RRAS1,35015,GRANDE ABC,354880,Sao Caetano do Sul,165.655
Sudeste,Sao Paulo,-,-,3534,RRAS1,35015,GRANDE ABC,354330,Ribeirao Pires,115.559
Sudeste,Sao Paulo,-,-,3534,RRAS1,35015,GRANDE ABC,354410,Rio Grande da Serra,44.170
Sudeste,Sao Paulo,-,-,3535,RRAS18,35032,CORACAO DO DRS III,354890,Sao Carlos,254.857
Sudeste,Sao Paulo,-,-,3535,RRAS18,35031,CENTRAL DO DRS III,350320,Araraquara,242.228
Sudeste,Sao Paulo,-,-,3535,RRAS18,35033,NOROESTE DO DRS III,352930,Matao,79.033
Sudeste,Sao Paulo,-,-,3535,RRAS18,35033,NOROESTE DO DRS III,351960,Ibitinga,60.033
Sudeste,Sao Paulo,-,-,3535,RRAS18,35032,CORACAO DO DRS III,354070,Porto Ferreira,52.649
Sudeste,Sao Paulo,-,-,3535,RRAS18,35033,NOROESTE DO DRS III,355370,Taquaritinga,52.260
Sudeste,Sao Paulo,-,-,3535,RRAS18,35033,NOROESTE DO DRS III,352270,Itapolis,39.493
Sudeste,Sao Paulo,-,-,3535,RRAS18,35031,CENTRAL DO DRS III,350170,Americo Brasiliense,33.019
Sudeste,Sao Paulo,-,-,3535,RRAS18,35032,CORACAO DO DRS III,351930,Ibate,32.178
Sudeste,Sao Paulo,-,-,3535,RRAS18,35032,CORACAO DO DRS III,351370,Descalvado,31.756
Sudeste,Sao Paulo,-,-,3535,RRAS18,35033,NOROESTE DO DRS III,355270,Tabatinga,14.769
Sudeste,Sao Paulo,-,-,3535,RRAS18,35033,NOROESTE DO DRS III,350740,Borborema,14.226
Sudeste,Sao Paulo,-,-,3535,RRAS18,35031,CENTRAL DO DRS III,350670,Boa Esperanca do Sul,12.978
Sudeste,Sao Paulo,-,-,3535,RRAS18,35032,CORACAO DO DRS III,354290,Ribeirao Bonito,10.989
Sudeste,Sao Paulo,-,-,3535,RRAS18,35033,NOROESTE DO DRS III,353290,Nova Europa,9.311
Sudeste,Sao Paulo,-,-,3535,RRAS18,35031,CENTRAL DO DRS III,354370,Rincao,9.098
Sudeste,Sao Paulo,-,-,3535,RRAS18,35033,NOROESTE DO DRS III,351400,Dobrada,8.759
Sudeste,Sao Paulo,-,-,3535,RRAS18,35032,CORACAO DO DRS III,351430,Dourado,8.096
Sudeste,Sao Paulo,-,-,3535,RRAS18,35031,CENTRAL DO DRS III,354690,Santa Lucia,7.149
Sudeste,Sao Paulo,-,-,3535,RRAS18,35033,NOROESTE DO DRS III,354650,Santa Ernestina,6.118
Sudeste,Sao Paulo,-,-,3535,RRAS18,35031,CENTRAL DO DRS III,351685,Gaviao Peixoto,4.702
Sudeste,Sao Paulo,-,-,3535,RRAS18,35031,CENTRAL DO DRS III,353205,Motuca,4.034
Sudeste,Sao Paulo,-,-,3535,RRAS18,35033,NOROESTE DO DRS III,351010,Candido Rodrigues,2.889
Sudeste,Sao Paulo,-,-,3535,RRAS18,35031,CENTRAL DO DRS III,355475,Trabiju,1.682
Sudeste,Sao Paulo,-,-,3536,RRAS19,35021,CENTRAL DO DRS II,350280,Aracatuba,200.124
Sudeste,Sao Paulo,-,-,3536,RRAS19,35023,CONSORCIOS DO DRS II,350650,Birigui,118.979
Sudeste,Sao Paulo,-,-,3536,RRAS19,35023,CONSORCIOS DO DRS II,353730,Penapolis,61.679
Sudeste,Sao Paulo,-,-,3536,RRAS19,35022,LAGOS DO DRS II,350210,Andradina,59.783
Sudeste,Sao Paulo,-,-,3536,RRAS19,35021,CENTRAL DO DRS II,351820,Guararapes,31.043
Sudeste,Sao Paulo,-,-,3536,RRAS19,35022,LAGOS DO DRS II,353010,Mirandopolis,27.983
Sudeste,Sao Paulo,-,-,3536,RRAS19,35022,LAGOS DO DRS II,352044,Ilha Solteira,25.549
Sudeste,Sao Paulo,-,-,3536,RRAS19,35021,CENTRAL DO DRS II,355630,Valparaiso,24.241
Sudeste,Sao Paulo,-,-,3536,RRAS19,35022,LAGOS DO DRS II,353740,Pereira Barreto,24.095
Sudeste,Sao Paulo,-,-,3536,RRAS19,35022,LAGOS DO DRS II,351100,Castilho,19.977
Sudeste,Sao Paulo,-,-,3536,RRAS19,35023,CONSORCIOS DO DRS II,350810,Buritama,17.210
Sudeste,Sao Paulo,-,-,3536,RRAS19,35021,CENTRAL DO DRS II,350420,Auriflama,13.692
Sudeste,Sao Paulo,-,-,3536,RRAS19,35023,CONSORCIOS DO DRS II,350440,Avanhandava,11.263
Sudeste,Sao Paulo,-,-,3536,RRAS19,35022,LAGOS DO DRS II,352650,Lavinia,9.689
Sudeste,Sao Paulo,-,-,3536,RRAS19,35021,CENTRAL DO DRS II,354805,Santo Antonio do Aracangua,8.379
Sudeste,Sao Paulo,-,-,3536,RRAS19,35022,LAGOS DO DRS II,351780,Guaracai,7.441
Sudeste,Sao Paulo,-,-,3536,RRAS19,35022,LAGOS DO DRS II,355230,Sud Mennucci,7.355
Sudeste,Sao Paulo,-,-,3536,RRAS19,35021,CENTRAL DO DRS II,350640,Bilac,7.319
Sudeste,Sao Paulo,-,-,3536,RRAS19,35023,CONSORCIOS DO DRS II,351190,Clementina,6.982
Sudeste,Sao Paulo,-,-,3536,RRAS19,35023,CONSORCIOS DO DRS II,350510,Barbosa,5.640
Sudeste,Sao Paulo,-,-,3536,RRAS19,35023,CONSORCIOS DO DRS II,353770,Piacatu,5.519
Sudeste,Sao Paulo,-,-,3536,RRAS19,35023,CONSORCIOS DO DRS II,351250,Coroados,5.400
Sudeste,Sao Paulo,-,-,3536,RRAS19,35023,CONSORCIOS DO DRS II,350770,Brauna,5.356
Sudeste,Sao Paulo,-,-,3536,RRAS19,35023,CONSORCIOS DO DRS II,352770,Luiziania,4.701
Sudeste,Sao Paulo,-,-,3536,RRAS19,35022,LAGOS DO DRS II,353320,Nova Independencia,4.609
Sudeste,Sao Paulo,-,-,3536,RRAS19,35021,CENTRAL DO DRS II,351890,Guzolandia,4.246
Sudeste,Sao Paulo,-,-,3536,RRAS19,35023,CONSORCIOS DO DRS II,351710,Glicerio,4.138
Sudeste,Sao Paulo,-,-,3536,RRAS19,35022,LAGOS DO DRS II,352300,Itapura,3.979
Sudeste,Sao Paulo,-,-,3536,RRAS19,35023,CONSORCIOS DO DRS II,354840,Santopolis do Aguapei,3.899
Sudeste,Sao Paulo,-,-,3536,RRAS19,35023,CONSORCIOS DO DRS II,350110,Alto Alegre,3.841
